,char,strokeorder
2310,屿,27 34 27 26 15 26
2311,挑,26 39 0 29 30 0 47 28 30
2312,砾,26 28 27 31 26 28 34 39 28 30
2313,汾,30 30 0 28 44 10 29
2314,枼,26 27 27 26 34 26 27 28 25
2315,實,30 30 33 34 31 27 26 27 31 26 26 26 28 30
2316,姗,42 28 26 28 10 28 10 26
2317,煎,30 28 26 29 10 26 26 27 39 30 30 30 30
2318,軒,26 27 31 26 26 26 27 26 26 27
2319,灌,30 30 0 26 27 27 27 31 26 27 31 26 28 27 30 26 26 26 27 26
2320,滙,30 30 0 26 28 27 30 26 26 26 27 26 34
2321,撤,26 39 0 30 26 42 30 27 10 26 26 28 26 28 25
2322,荡,26 27 27 30 30 0 49 28 28
2323,略,27 31 26 27 26 28 12 25 27 31 26
2324,婷,40 28 26 30 26 27 31 26 30 33 26 39
2325,惜,30 30 27 26 27 27 26 27 31 26 26
2326,閣,27 31 26 26 27 10 26 26 28 12 25 27 31 26
2327,髪,26 27 26 26 26 42 30 28 28 28 26 28 12 25
2328,页,26 28 27 31 29 30
2329,搅,26 39 0 30 30 28 30 33 27 31 29 47
2330,佐,28 27 26 28 26 27 26
2331,纵,42 42 0 29 25 29 25
2332,壳,26 27 26 30 33 29 14
2333,溯,30 30 0 30 28 26 34 27 29 29 10 26 26
2334,汛,30 30 0 14 26 27
2335,伪,28 27 30 29 10 30
2336,什,28 27 26 27
2337,稳,28 26 27 28 30 28 33 31 26 26 30 5 30 30
2338,阅,27 30 10 30 28 27 31 26 29 47
2339,闹,27 30 10 30 26 27 10 27
2340,燥,30 28 29 30 27 31 26 27 31 26 27 31 26 26 27 28 25
2341,邓,12 25 20 27
2342,譜,30 26 26 26 27 31 26 30 28 26 27 27 30 28 26 27 31 26 26
2343,網,42 42 30 30 30 30 27 10 30 28 26 30 26 6
2344,甸,28 10 27 31 26 27 26
2345,協,26 27 10 29 10 29 10 29
2346,纷,42 42 0 28 44 10 29
2347,侣,28 27 27 31 26 27 31 26
2348,飙,26 29 25 30 26 29 25 30 26 29 25 30 29 14 28 25
2349,炙,28 12 30 30 30 30 28 25
2350,吕,27 31 26 27 31 26
2351,渡,30 30 0 30 26 29 26 27 27 26 12 25
2352,榻,26 27 28 25 27 31 26 26 10 30 0 10 30 0
2353,否,26 28 27 30 27 31 26
2354,闵,27 30 10 30 26 28 25
2355,蜂,27 31 26 27 0 30 28 12 25 26 26 26 27
2356,奴,40 28 26 12 25
2357,爽,26 28 30 28 30 28 30 28 30 28 25
2358,须,28 28 28 26 28 27 31 29 30
2359,萍,26 27 27 30 30 0 26 30 28 26 27
2360,琢,26 26 27 26 26 28 1 28 28 30 28 25
2361,計,30 26 26 26 27 31 26 26 27
2362,窄,30 30 33 28 44 28 26 27 26 26
2363,仲,28 27 27 31 26 27
2364,鳳,29 14 26 28 27 31 26 26 26 10 30 30 30 30
2365,帕,27 10 27 28 27 31 26 26
2366,闷,27 30 10 30 5 30 30
2367,潇,30 30 0 26 27 27 31 26 26 27 28 27 28 30
2368,仰,28 27 28 37 10 27
2369,吳,27 31 26 8 26 28 25
2370,赵,26 27 26 27 26 28 25 28 25
2371,芒,26 27 27 30 26 6
2372,契,26 26 26 27 10 29 26 29 25
2373,钠,28 26 26 26 37 27 10 29 30
2374,毅,30 26 30 28 26 28 1 28 28 28 30 28 21 12 25
2375,般,28 29 10 30 30 26 29 21 12 25
2376,另,27 31 26 10 29
2377,裹,30 26 27 31 26 26 26 27 28 30 28 37 28 25
2378,辱,26 29 26 26 37 28 25 26 39 30
2379,達,26 27 26 30 28 26 26 26 27 30 31 44
2380,馬,26 27 26 26 27 10 30 30 30 30
2381,茄,26 27 27 10 29 27 31 26
2382,浜,30 30 0 28 27 26 27 26 28 30
2383,爸,28 30 28 25 31 27 26 47
2384,橄,26 27 28 30 33 26 27 27 26 26 26 28 26 28 25
2385,枯,26 27 28 30 26 27 27 31 26
2386,涵,30 30 0 12 39 30 0 28 30 34 27
2387,暄,27 31 26 26 30 30 33 26 27 31 26 26 26
2388,錦,28 30 26 26 27 30 28 0 28 27 31 26 26 27 10 27
2389,圖,27 31 27 31 26 26 27 27 31 27 31 26 26 26
2390,鎮,28 30 26 26 27 30 28 0 26 27 27 31 26 26 26 26 28 30
2391,旨,28 47 27 31 26 26
2392,耻,26 27 27 26 26 26 27 26 27 26
2393,痹,30 26 29 30 0 27 31 26 27 26 26 29 27
2394,账,27 31 29 30 28 26 37 25
2395,虎,27 26 33 29 26 47 29 14
2396,退,31 26 26 37 28 25 30 31 44
2397,娲,40 28 26 27 31 26 27 10 29 30
2398,巍,27 34 27 28 26 27 28 25 40 28 26 28 27 31 26 26 29 47 42 30
2399,墓,26 27 27 27 31 26 26 26 29 25 26 27 26
2400,灾,30 30 33 30 28 29 25
2401,募,26 27 27 27 31 26 26 26 29 25 10 29
2402,鹫,30 26 27 31 26 39 28 30 26 29 47 30 28 10 30 15 26
2403,統,42 42 30 30 30 30 30 26 42 30 29 47
2404,础,26 28 27 31 26 34 27 27 34 27
2405,瑪,26 26 27 26 26 27 26 26 27 10 30 30 30 30
2406,運,30 33 26 27 31 26 26 26 27 30 31 44
2407,學,28 30 28 30 28 27 26 26 31 26 26 30 33 33 39 26
2408,甘,26 27 27 26 26
2409,朱,28 26 26 27 28 25
2410,親,30 26 30 28 26 26 39 28 30 27 31 26 26 26 29 47
2411,汗,30 30 0 26 26 27
2412,桨,27 30 0 28 12 30 26 27 28 25
2413,父,28 30 28 25
2414,冒,27 31 26 26 27 31 26 26 26
2415,抹,26 39 0 26 26 27 28 25
2416,昇,27 31 26 26 29 26 29 27
2417,酬,26 27 31 28 6 26 26 28 28 30 27 30 27
2418,钧,28 26 26 26 37 28 10 30 0
2419,冉,27 10 26 27 26
2420,毕,26 37 28 47 26 27
2421,畔,27 31 26 27 26 30 28 26 26 27
2422,妍,40 28 26 26 26 29 27
2423,默,27 31 30 28 26 26 27 26 30 30 30 30 26 29 25 30
2424,誓,26 39 0 28 29 26 27 30 26 26 26 27 31 26
2425,丙,26 27 10 29 30
2426,丶,30
2427,葱,26 27 27 28 10 28 28 25 30 5 30 30
2428,胸,29 10 26 26 28 10 28 25 34 27
2429,媲,42 28 26 28 27 31 28 30 26 26 37 28 47
2430,緩,42 42 30 30 30 30 28 30 30 28 26 26 28 12 25
2431,羞,30 28 26 26 26 28 31 26 27 26
2432,刮,28 26 27 27 31 26 27 39
2433,瞩,27 31 26 26 26 31 26 28 28 27 31 26 27 10 27 26 30
2434,圳,26 27 26 29 27 27
2435,娟,40 28 26 27 31 26 29 10 26 26
2436,妥,28 30 30 28 40 28 26
2437,乔,29 26 29 25 29 27
2438,被,30 12 27 28 30 33 29 27 12 25
2439,蹄,27 31 26 27 26 27 0 30 26 30 28 30 33 27 10 27
2440,棘,26 27 10 27 28 30 26 27 10 27 28 25
2441,聂,26 27 27 26 26 26 12 25 12 25
2442,若,26 27 27 26 28 27 31 26
2443,體,27 31 27 26 27 33 27 10 26 26 27 31 26 27 27 26 26 27 31 26 30 28 26
2444,穩,28 26 27 28 25 28 30 30 28 26 27 26 31 26 26 30 5 30 30
2445,菊,26 27 27 28 10 30 28 26 27 28 25
2446,匹,26 29 47 34
2447,迦,10 29 27 31 26 30 31 44
2448,勞,30 28 29 30 30 28 29 25 30 33 10 29
2449,并,30 28 26 26 29 27
2450,碟,26 28 27 31 26 26 27 27 26 34 26 27 28 25
2451,築,28 26 30 28 26 30 26 27 26 29 14 30 26 27 28 25
2452,诂,30 16 26 27 27 31 26
2453,廊,30 26 28 30 31 26 26 37 30 49 27
2454,碼,26 28 27 31 26 26 27 26 26 27 10 30 30 30 30
2455,谅,30 16 30 26 27 31 26 39 28 30
2456,椿,26 27 28 30 26 26 26 28 25 27 31 26 26
2457,凝,30 0 28 47 28 26 26 29 25 33 30 33 27 26 28 25
2458,滚,30 30 0 30 26 28 30 42 30 28 37 28 25
2459,饶,28 31 37 26 28 3 26 28 47
2460,庸,30 26 28 31 26 26 27 10 26 26 27
2461,壶,26 27 26 30 33 27 27 30 28 26
2462,旋,30 26 10 28 28 26 31 27 26 28 25
2463,猕,28 1 28 31 26 15 28 33 39 28 30
2464,夺,26 29 25 26 39 30
2465,详,30 16 30 28 26 26 26 27
2466,閑,27 31 26 26 27 10 26 26 26 27 28 25
2467,峡,27 34 27 26 30 28 26 28 25
2468,翻,28 30 28 26 27 28 25 27 31 26 27 26 10 30 0 10 30 0
2469,逐,26 28 1 28 28 28 25 30 31 44
2470,遥,28 30 30 28 28 26 26 27 34 27 30 31 44
2471,漁,30 30 0 28 33 27 31 26 27 26 30 30 30 30
2472,替,26 26 29 25 26 26 29 25 27 31 26 26
2473,靜,26 26 27 26 27 31 26 26 28 30 30 28 31 26 26 39
2474,鹅,28 26 39 0 3 28 30 28 10 30 15 26
2475,楞,26 27 28 25 27 31 27 27 26 30 26 10 29
2476,栅,26 27 28 30 28 10 28 10 26
2477,泼,30 30 0 34 28 12 25 30
2478,聊,26 27 27 26 26 0 28 37 28 10 27
2479,旭,29 14 27 31 26 26
2480,瞻,27 31 26 26 26 28 31 26 28 28 30 30 26 26 26 27 31 26
2481,哺,27 31 26 26 27 10 26 26 27 30
2482,灼,30 28 29 30 28 10 30
2483,貌,28 30 30 28 1 28 28 28 27 31 26 26 29 47
2484,洱,30 30 0 26 27 27 26 26 26
2485,鼠,28 27 26 31 26 26 37 30 30 37 30 30 3
2486,鲢,28 33 27 31 26 27 26 26 26 34 26 27 30 31 44
2487,驽,40 28 26 12 25 31 15 26
2488,馈,28 33 37 27 31 26 27 26 27 31 29 30
2489,则,27 31 29 30 27 39
2490,邺,27 27 30 28 26 20 27
2491,洞,30 30 0 27 10 26 27 31 26
2492,覆,26 27 31 27 27 26 28 28 27 28 26 27 31 26 26 28 12 25
2493,郎,30 31 26 26 37 30 49 27
2494,釉,28 30 28 26 27 28 25 27 31 26 27 26
2495,鄂,27 31 26 27 31 26 26 26 15 20 27
2496,驿,31 15 0 12 25 26 26 27
2497,宮,30 30 33 27 31 26 28 27 31 26
2498,痕,30 26 29 30 0 31 26 26 37 28 25
2499,烯,30 28 29 30 28 25 26 28 27 10 27
2500,涤,30 30 0 28 12 25 26 39 28 30
2501,萄,26 27 27 28 10 28 26 26 27 34 27
2502,毫,30 26 27 31 26 30 33 28 26 26 47
2503,藥,27 26 27 26 42 42 30 28 27 31 26 26 42 42 30 26 27 28 25
2504,遮,30 26 29 26 27 27 26 30 30 30 30 30 31 44
2505,橡,26 27 28 30 28 33 27 31 26 28 1 28 28 28 25
2506,襄,30 26 27 31 26 27 31 26 26 26 27 27 26 28 37 28 25
2507,该,30 16 30 26 42 28 28 30
2508,革,26 27 27 26 27 31 26 26 27
2509,翱,28 27 31 26 26 26 29 25 26 27 10 30 0 10 30 0
2510,湯,30 30 0 27 31 26 26 26 28 10 28 28
2511,隨,20 27 26 28 26 27 26 29 10 26 26 30 31 44
2512,栓,26 27 28 30 28 44 26 26 27 26
2513,墩,26 27 26 30 26 27 31 26 33 39 26 28 26 28 25
2514,禹,28 27 31 26 27 10 27 26 30
2515,锌,28 26 26 26 37 30 26 30 28 26 26 27
2516,瘪,30 26 29 30 0 28 27 31 26 26 26 28 25 28 47
2517,杏,26 27 28 25 27 31 26
2518,赠,27 31 29 30 30 28 27 31 27 30 28 26 27 31 26 26
2519,給,42 42 30 30 30 30 29 25 26 27 31 26
2520,肆,26 27 26 26 26 42 30 31 26 26 26 26 27
2521,師,28 27 31 26 31 26 26 27 10 27
2522,贰,26 3 30 26 26 27 31 29 30
2523,禮,30 12 27 30 27 31 26 27 27 26 26 27 31 26 30 28 26
2524,磅,26 28 27 31 26 30 26 30 28 30 33 30 26 10 29
2525,番,28 30 28 26 27 28 25 27 31 26 27 26
2526,暴,27 31 26 26 26 27 27 26 28 25 39 30 0 30 25
2527,橙,26 27 28 30 12 30 28 28 25 26 27 31 26 30 28 26
2528,绳,42 42 0 27 31 26 27 31 26 26 47
2529,罹,27 31 27 27 26 30 30 27 28 27 30 26 26 26 27 26
2530,裤,30 12 27 28 30 30 26 29 26 34 26 27
2531,熬,26 26 27 26 10 28 28 26 28 25 30 30 30 30
2532,間,27 31 26 26 27 10 26 26 27 31 26 26
2533,裘,26 27 30 0 28 30 30 30 26 28 37 28 25
2534,盅,27 31 26 27 27 31 27 27 26
2535,符,28 26 30 28 26 30 28 27 26 39 30
2536,炝,30 28 29 30 28 25 10 47
2537,浒,30 30 0 30 16 28 26 26 27
2538,袋,28 27 26 3 30 30 26 28 37 28 25
2539,麗,26 27 10 30 26 27 10 30 30 26 29 31 27 27 26 26 37 28 47
2540,钜,28 26 26 26 37 26 31 26 34
2541,蒋,26 27 27 27 30 0 28 12 30 26 39 30
2542,垃,26 27 26 30 26 30 28 26
2543,漢,30 30 0 26 27 27 26 27 31 26 26 26 28 25
2544,冀,27 26 0 28 47 27 31 26 27 26 26 27 27 26 28 30
2545,榜,26 27 28 30 30 26 30 28 30 33 30 26 10 29
2546,撒,26 39 0 26 27 27 26 27 10 26 26 28 26 28 25
2547,槐,26 27 28 30 28 27 31 26 26 29 47 42 30
2548,昨,27 31 26 26 28 26 27 26 26
2549,樨,26 27 28 30 31 26 29 39 30 0 28 30 28 26 26 27
2550,尺,31 26 29 25
2551,歴,26 29 26 27 28 30 26 27 28 25 27 26 27 26
2552,渤,30 30 0 26 27 30 33 33 39 26 10 29
2553,渗,30 30 0 42 30 26 29 25 28 28 28
2554,肛,29 10 26 26 26 27 26
2555,慶,30 26 28 31 27 27 26 33 30 5 30 30 28 12 25
2556,點,27 31 30 28 26 26 27 26 30 30 30 30 27 26 27 31 26
2557,蚌,27 31 26 27 0 30 26 26 26 27
2558,盆,28 44 10 29 27 31 27 27 26
2559,继,42 42 0 30 28 27 26 28 30 34
2560,乾,26 27 27 31 26 26 26 27 28 26 48
2561,菩,26 27 27 30 26 30 28 26 27 31 26
2562,澐,30 30 0 26 30 33 27 26 26 26 26 26 26 42 30
2563,機,26 27 28 30 42 42 30 42 42 30 26 29 30 3 28 30
2564,苦,26 27 27 26 27 27 31 26
2565,槓,26 27 28 30 26 27 26 27 31 26 26 26 28 30
2566,麓,26 27 28 30 26 27 28 25 30 26 29 31 27 27 26 26 37 28 47
2567,弱,31 26 15 30 0 31 26 15 30 0
2568,竟,30 26 30 28 26 27 31 26 26 29 47
2569,奏,26 26 26 28 25 26 26 28 30
2570,務,33 30 33 39 28 28 26 28 25 10 29
2571,摇,26 39 0 28 30 30 28 28 26 26 27 34 27
2572,貨,28 27 28 47 27 31 26 26 26 28 30
2573,頁,26 28 27 31 26 26 26 28 30
2574,氯,28 26 26 14 31 26 26 39 30 0 28 30
2575,沌,30 30 0 26 34 27 47
2576,蕾,26 27 27 26 30 33 27 26 26 26 26 27 31 26 27 26
2577,伸,28 27 27 31 26 26 27
2578,弥,31 26 15 28 33 39 28 30
2579,缎,42 42 0 28 27 26 26 0 28 21 12 25
2580,嚣,27 31 26 27 31 26 26 28 27 31 29 30 27 31 26 27 31 26
2581,氛,28 26 26 14 28 44 10 29
2582,葛,26 27 27 27 31 26 26 28 10 28 25 34
2583,蟠,27 31 26 27 0 30 28 30 28 26 27 28 25 27 31 26 27 26
2584,鴻,30 30 0 26 27 26 28 27 31 26 26 26 10 30 30 30 30
2585,場,26 27 26 27 31 26 26 26 28 10 28 28
2586,凱,27 34 27 26 27 31 26 30 28 26 29 14
2587,薬,26 27 27 28 27 31 26 26 30 0 28 30 26 27 28 25
2588,桶,26 27 28 30 33 30 27 10 26 26 27
2589,輪,26 27 31 26 26 26 27 29 25 26 27 10 26 27 27
2590,灭,26 30 28 29 25
2591,塞,30 30 33 26 26 29 27 26 28 44 26 27 26
2592,芽,26 27 27 26 34 39 28
2593,腌,29 10 26 26 26 29 25 27 31 26 26 47
2594,骆,31 15 26 28 12 25 27 31 26
2595,贪,28 25 30 12 27 31 29 30
2596,娅,40 28 26 26 27 27 30 28 26
2597,孢,33 39 26 28 10 31 26 47
2598,匀,28 10 30 0
2599,谱,30 16 30 28 26 27 27 30 28 26 27 31 26 26
2600,沈,30 30 0 30 33 29 47
2601,蛇,27 31 26 27 0 30 30 30 33 28 47
2602,勾,28 10 42 30
2603,乱,28 26 27 27 31 26 47
2604,銷,28 30 26 26 27 30 28 0 27 30 28 27 10 26 26
2605,蔻,26 27 27 30 30 33 26 26 29 47 27 26 12 25
2606,睫,27 31 26 26 26 26 31 26 26 27 26 28 25
2607,肘,29 10 26 26 26 39 30
2608,渠,30 30 0 26 31 26 34 26 27 28 25
2609,鷗,26 27 31 26 27 31 26 27 31 26 34 28 27 31 26 26 26 10 30 30 30 30
2610,扳,26 39 0 28 29 12 25
2611,骅,31 15 26 28 27 28 47 26 27
2612,咕,27 31 26 26 27 27 31 26
2613,歹,26 28 12 30
2614,弈,30 26 29 39 28 30 26 29 27
2615,勋,27 31 26 27 31 29 30 10 29
2616,啥,27 31 26 28 25 26 26 27 27 31 26
2617,异,31 26 47 26 29 27
2618,嗜,27 31 26 26 27 26 28 28 47 27 31 26 26
2619,迹,30 26 29 39 28 30 30 31 44
2620,钲,28 26 26 26 37 26 27 26 27 26
2621,逹,30 26 30 28 26 26 27 30 31 44
2622,皙,26 27 28 30 28 29 26 27 28 27 31 26 26
2623,氡,28 26 26 14 28 12 25 30 30
2624,朽,26 27 28 30 26 15
2625,皓,28 27 31 26 26 28 26 27 26 27 31 26
2626,蔽,26 27 27 30 28 27 10 27 28 30 28 26 28 25
2627,祭,28 12 30 30 12 25 26 26 39 28 30
2628,偏,28 27 30 31 26 29 27 10 26 27 27
2629,吞,26 26 29 25 27 31 26
2630,埭,26 27 0 31 26 26 39 30 0 28 25
2631,祛,30 12 27 30 26 27 26 42 30
2632,殷,28 29 31 26 26 10 29 21 12 25
2633,沁,30 30 0 30 5 30 30
2634,貿,28 37 30 10 28 27 31 26 26 26 28 30
2635,赣,30 26 30 28 26 27 31 26 26 26 27 28 12 25 26 27 26 27 31 29 30
2636,縣,27 31 26 26 26 26 39 28 30 28 42 42 30 39 28 30
2637,钩,28 26 26 26 37 28 10 42 30
2638,筒,28 26 30 28 26 30 27 10 26 27 31 26
2639,抽,26 39 0 27 31 26 27 26
2640,遠,26 27 26 27 31 26 28 27 28 30 28 12 44
2641,滤,30 30 0 27 26 33 29 26 47 30 5 30 30
2642,粒,30 28 26 27 28 25 30 26 30 28 26
2643,帛,28 27 31 26 26 27 10 27
2644,鬥,27 26 27 26 26 26 27 26 26 39
2645,俗,28 27 28 30 28 25 27 31 26
2646,麒,30 26 29 31 27 27 26 26 37 28 47 26 27 27 26 26 26 28 30
2647,斜,28 25 26 26 39 28 30 30 30 26 27
2648,豊,27 31 26 27 27 26 26 27 31 26 30 28 26
2649,祐,30 12 27 30 26 28 27 31 26
2650,鞭,26 27 27 26 27 31 26 26 27 28 27 26 27 31 26 26 29 25
2651,骂,27 31 26 27 31 26 31 15 26
2652,袂,30 12 27 28 30 31 26 29 25
2653,羚,30 28 26 26 26 28 28 25 30 33 30
2654,拔,26 39 0 26 28 12 25 30
2655,挡,26 39 0 27 30 28 31 26 26
2656,蔚,26 27 27 31 26 29 26 26 39 28 30 26 39 30
2657,涉,30 30 0 27 26 27 26 27 28 28
2658,歳,27 26 27 26 26 29 3 28 30 26 39 28 30
2659,杉,26 27 28 30 28 28 28
2660,媚,42 28 26 31 27 26 28 27 31 26 26 26
2661,姑,40 28 26 26 27 27 31 26
2662,砼,26 28 27 31 26 28 25 26 27 26
2663,忽,28 10 28 28 30 5 30 30
2664,彭,26 27 26 27 31 26 30 28 26 28 28 28
2665,訪,30 26 26 26 27 31 26 30 26 10 29
2666,颈,12 30 26 27 0 26 28 27 31 28 30
2667,藍,27 26 27 26 26 27 31 26 27 34 28 26 30 27 31 27 27 26
2668,句,28 10 27 31 26
2669,厉,26 29 26 29 10
2670,败,27 31 29 30 28 26 28 25
2671,偶,28 27 27 31 26 26 27 10 27 0 30
2672,鹤,27 33 28 27 30 26 26 26 27 26 28 10 30 15 26
2673,肿,29 10 26 26 27 31 26 27
2674,瑚,26 26 27 26 26 27 27 31 26 29 10 26 26
2675,氢,28 26 26 14 12 30 26 27 26
2676,棱,26 27 28 30 26 27 26 28 44 28 12 25
2677,焱,30 28 29 25 30 28 29 25 30 28 29 25
2678,乃,49 29
2679,逗,26 27 31 26 30 28 26 30 31 44
2680,据,26 39 0 31 26 29 26 27 27 31 26
2681,俞,28 25 26 29 10 26 26 27 39
2682,撷,26 39 0 26 27 26 27 31 26 26 28 27 31 29 30
2683,佬,28 27 26 27 26 28 28 47
2684,渣,30 30 0 26 27 28 25 27 31 26 26 26
2685,媛,40 28 26 28 30 30 28 26 26 28 12 25
2686,惕,30 30 27 27 31 26 26 28 10 28 28
2687,失,29 26 26 29 25
2688,篮,28 26 30 28 26 30 27 27 28 26 30 27 31 27 27 26
2689,艰,12 25 31 26 26 37 28 25
2690,總,42 42 30 30 30 30 28 27 31 28 12 30 26 30 5 30 30
2691,汝,30 30 0 40 28 26
2692,劫,26 27 26 42 30 10 29
2693,榔,26 27 28 30 30 31 26 26 37 30 49 27
2694,搏,26 39 0 26 27 10 26 26 27 30 26 39 30
2695,侬,28 27 27 33 28 37 28 25
2696,填,26 27 26 26 27 27 31 26 26 26 26 28 30
2697,麯,26 27 28 30 28 30 28 25 28 12 30 27 31 26 27 27 26
2698,旱,27 31 26 26 26 26 27
2699,裂,26 28 12 30 27 39 30 26 28 37 28 25
2700,稽,28 26 27 28 25 26 29 47 30 28 47 27 31 26 26
2701,钵,28 26 26 26 37 26 27 28 25 26
2702,雁,26 29 28 27 28 27 30 26 26 26 27 26
2703,洼,30 30 0 26 27 26 26 27 26
2704,裝,34 26 28 27 26 27 26 30 26 28 37 28 25
2705,鄕,42 42 28 28 27 31 26 26 28 47 20 27
2706,驲,31 15 26 27 31 26 26
2707,榈,26 27 28 30 27 30 10 27 31 26 27 31 26
2708,叙,28 25 26 26 39 28 30 12 25
2709,柚,26 27 28 30 27 31 26 27 26
2710,韬,26 26 10 27 28 30 30 28 28 27 26 31 26 26
2711,称,28 26 27 28 30 28 33 39 28 30
2712,腰,29 10 26 26 26 27 31 29 6 26 40 28 26
2713,黛,28 27 26 3 30 27 31 30 28 26 26 27 26 30 30 30 30
2714,幺,42 42 30
2715,疮,30 26 29 30 0 28 25 10 47
2716,豚,29 10 26 26 26 28 1 28 28 28 25
2717,昕,27 31 26 26 28 29 26 27
2718,瘩,30 26 29 30 0 26 27 27 29 25 26 27 31 26
2719,琼,26 26 27 26 30 26 27 31 26 39 28 30
2720,礴,26 28 27 31 26 26 27 27 30 30 0 26 27 10 26 26 27 30 26 39 30
2721,绩,42 42 0 26 26 27 26 27 31 29 30
2722,摸,26 39 0 26 27 27 27 31 26 26 26 29 25
2723,骚,31 15 0 12 30 28 27 31 26 27 26 30
2724,麵,26 27 28 30 28 30 28 25 28 12 30 26 28 27 31 27 27 26 26 26
2725,竣,30 26 30 28 26 42 30 28 44 28 12 25
2726,佣,28 27 29 10 26 26 27
2727,鼻,28 27 31 26 26 26 27 31 26 27 26 26 29 27
2728,囊,26 27 31 26 27 27 33 27 31 26 27 31 26 26 26 27 27 26 28 37 28 25
2729,羿,10 30 0 10 30 0 26 29 27
2730,稅,28 26 27 28 30 28 25 27 31 26 29 47
2731,阀,27 30 10 28 27 26 3 28 30
2732,莺,26 27 27 30 33 28 10 30 15 26
2733,偷,28 27 28 25 26 29 10 26 26 27 39
2734,遣,27 31 26 27 26 27 31 26 31 26 30 31 44
2735,箍,28 26 30 28 26 30 26 39 0 26 27 10 27 34
2736,觀,27 26 27 26 27 31 26 27 31 26 28 27 30 26 26 26 27 26 27 31 26 26 26 29 47
2737,暗,27 31 26 26 30 26 30 28 26 27 31 26 26
2738,聯,26 27 27 26 26 26 42 42 30 42 42 30 34 29 27 27 26
2739,荐,26 27 27 26 28 27 33 39 26
2740,衙,28 28 27 26 27 31 26 27 31 26 26 26 39
2741,哆,27 31 26 28 12 30 28 12 30
2742,疲,30 26 29 30 0 33 29 27 12 25
2743,榆,26 27 28 30 28 25 26 29 10 26 26 27 39
2744,曹,26 27 31 26 27 27 26 27 31 26 26
2745,龟,28 33 27 31 26 26 47
2746,孙,33 39 26 39 28 30
2747,借,28 27 26 27 27 26 27 31 26 26
2748,握,26 39 0 31 26 29 26 42 30 26 27 26
2749,哇,27 31 26 26 27 26 26 27 26
2750,羙,30 28 26 26 27 26 30 28 29 25
2751,傣,28 27 26 26 26 28 25 39 30 0 28 30
2752,盧,27 26 33 29 26 47 27 31 26 27 26 27 31 27 27 26
2753,既,31 26 26 37 30 26 42 28 47
2754,兩,26 27 10 27 28 44 28 44
2755,歷,26 29 28 26 27 28 30 28 26 27 28 25 27 26 27 26
2756,症,30 26 29 30 0 26 27 26 27 26
2757,娠,40 28 26 26 29 26 26 37 28 25
2758,讨,30 16 26 39 30
2759,肃,31 26 26 27 28 27 28 30
2760,洽,30 30 0 29 25 26 27 31 26
2761,胃,27 31 26 27 26 29 10 26 26
2762,涌,30 30 0 33 30 27 10 26 26 27
2763,憬,30 30 27 27 31 26 26 30 26 27 31 26 39 28 30
2764,懂,30 30 27 26 27 27 28 26 27 31 26 26 26 27 26
2765,犯,28 1 28 10 47
2766,扪,26 39 0 27 30 10
2767,撕,26 39 0 26 27 27 26 26 26 28 30 28 29 26 27
2768,眀,27 31 26 26 26 29 10 26 26
2769,驳,31 15 26 28 25 28 25
2770,兼,30 28 26 31 26 26 27 27 28 25
2771,專,26 27 31 26 26 27 26 30 26 39 30
2772,鬼,28 27 31 26 26 29 47 42 30
2773,啧,27 31 26 26 26 27 26 27 31 29 30
2774,翌,10 30 0 10 30 0 30 26 30 28 26
2775,陌,20 27 26 28 27 31 26 26
2776,霖,26 30 33 27 26 26 26 26 26 27 28 30 26 27 28 25
2777,帅,27 29 27 10 27
2778,授,26 39 0 28 30 30 28 30 33 12 25
2779,昱,27 31 26 26 30 26 30 28 26
2780,沾,30 30 0 27 26 27 31 26
2781,螂,27 31 26 27 0 30 30 31 26 26 37 30 49 27
2782,短,28 26 26 29 25 26 27 31 26 30 28 26
2783,读,30 16 26 27 33 30 30 26 29 30
2784,嵗,27 34 27 26 28 26 27 28 28 3 28 30
2785,蜘,27 31 26 27 0 30 28 26 26 29 25 27 31 26
2786,枇,26 27 28 30 26 37 28 47
2787,但,28 27 27 31 26 26 26
2788,拟,26 39 0 37 30 29 30
2789,赤,26 27 26 28 39 28 30
2790,侵,28 27 31 26 26 30 33 12 25
2791,偢,28 27 28 26 27 28 30 30 28 29 25
2792,绵,42 42 0 28 27 31 26 26 27 10 27
2793,截,26 27 26 3 28 30 28 27 30 26 26 26 27 26
2794,赫,26 27 26 28 39 28 30 26 27 26 28 39 28 30
2795,赶,26 27 26 27 26 28 25 26 26 27
2796,摊,26 39 0 12 25 28 27 30 26 26 26 27 26
2797,欲,28 30 28 25 27 31 26 28 33 29 25
2798,焰,30 28 29 30 28 33 28 27 26 31 26 26
2799,叫,27 31 26 37 27
2800,蓮,27 26 27 26 26 27 31 26 26 26 27 30 31 44
2801,塱,30 31 26 26 37 30 28 10 26 26 26 27 26
2802,疑,28 47 28 26 26 29 25 33 30 33 27 26 28 25
2803,癌,30 26 29 30 0 27 31 26 27 31 26 27 31 26 27 34 27
2804,坎,26 27 26 28 33 29 25
2805,驼,31 15 26 30 30 33 28 47
2806,绞,42 42 0 30 26 28 30 28 25
2807,阶,20 27 28 25 29 27
2808,喽,27 31 26 30 28 26 27 28 25 40 28 26
2809,翳,26 28 26 26 29 25 34 29 21 12 25 10 30 0 10 30 0
2810,炖,30 28 29 30 26 34 27 47
2811,逺,26 27 26 42 28 37 28 30 30 12 44
