,char,strokeorder
2300,伏,P-S H-SP-N D
2301,妆,S D T PD-P-H
2302,尘,SG P D H-S-H
2303,揽,H SG T S S P H D S HZ P SWG
2304,軟,H-S-HZ-H-H-H-S P-HG SP-N
2305,箭,P-H-D P-H-D D P H SP-HZG-H-H S SG
2306,税,P-H-S-P-D D P S-HZ-H SP SWG
2307,靴,H-S-S-H-S-HZ-H-H-S P-S P-SWG
2308,璜,H H-S-H H-S-S-H S-HZ-H-S-H P D
2309,澈,D D T D H PZ-D S-HZG-H-H P-H-P-N
2310,屿,S-SZ-S H-SZWG-H
2311,挑,H-SG-T SP-D-T-SWG-P-D
2312,砾,H P S HZ H P SZ SG P D
2313,汾,D D T P TN HZG-SP
2314,枼,H-S-S-H-SZ H-S-P-N
2315,實,D-D-HG SZ-HZ-S-H S-HZ-H-H-H P D
2316,姗,PZ P H P HZG P HZG H
2317,煎,D P H SP-HZG-H-H S SG D D D D
2318,軒,H-S-HZ-H-H-H-S H H-S
2319,灌,D D T H-S-S S-HZ-H S-HZ-H P-S-D-H-H-H-S-H
2320,滙,D D T H P-S-D-H-H-H-S-H SZ
2321,撤,H-SG-T D H PZ-D S-HZG-H-H P-H-P-N
2322,荡,H-S-S D D T HZZZG-P-P
2323,略,S-HZ-H-S-H P-HP-N S-HZ-H
2324,婷,PD-P-H D H S-HZ-H D-HG H-SG
2325,惜,D D S H-S-S-H S-HZ-H-H
2326,閣,S-HZ-H-H S-HZG-H-H P-HP-N S-HZ-H
2327,髪,H-S-H-H-H-PZ-D P P P H-P HP-N
2328,页,H-P S-HZ SP-D
2329,搅,H-SG-T D D P D-HG S-HZ SP SWG
2330,佐,P-S H-P H S-H
2331,纵,PZ-PZ T SP-N SP-N
2332,壳,H-S-H D-HG SP HZWG
2333,溯,D D T D P H SZ-S-SP SP-HZG-H-H
2334,汛,D D T HZWG H-S
2335,伪,P-S D SP-HZG D
2336,什,P-S H-S
2337,稳,P-H-S-P-D P-HG HZ-H-H D BXG D D
2338,阅,S-D-HZG D P S-HZ-H SP SWG
2339,闹,S-D-HZG D H S-HZG-S
2340,燥,D-P-SP-D S-HZ-H S-HZ-H S-HZ-H H-S-P-N
2341,邓,HP-N HPWG-S
2342,譜,D H H H S-HZ-H D P H S-S-D-P-H S-HZ-H-H
2343,網,PZ-PZ D D D D S-HZG D P H D H-SW
2344,甸,P-HZG S-HZ-H-S-H
2345,協,H-S HZG-SP HZG-SP HZG-SP
2346,纷,PZ-PZ T P TN HZG-SP
2347,侣,P-S S-HZ-H S-HZ-H
2348,飙,H-SP-N D H-SP-N D H-SP-N D SP HZWG P-N
2349,炙,P HP D D D D P N
2350,吕,S-HZ-H S-HZ-H
2351,渡,D D T D-H-SP H-S-S-H HP-N
2352,榻,H-S-P-N S-HZ-H-H HZG D T HZG D T
2353,否,H-P-S-D S-HZ-H
2354,闵,S-D-HZG D H P-N
2355,蜂,S-HZ-H-S-T-D P-HP-N H-H-H-S
2356,奴,PD-P-H HP-N
2357,爽,H P D P D P D P D P N
2358,须,P P P H-P S-HZ SP-D
2359,萍,H-S-S D D T H-D-P-H-S
2360,琢,H H-S-H H-P-WG-P-P-D-P-N
2361,計,D H H H S-HZ-H H-S
2362,窄,D D-HG P TN P-H-S-H-H
2363,仲,P-S S-HZ-H S
2364,鳳,SP HZWG H P-S-HZ-H-H-H-HZG D D D D
2365,帕,S-HZG-S P-S-HZ-H-H
2366,闷,S-D-HZG D BXG D D
2367,潇,D D T H S S HZ H H S P S P D
2368,仰,P S P ST HZG S
2369,吳,S HZ H HZZ H P N
2370,赵,H-S-H S-H-P-N P-N
2371,芒,H-S-S D H-SW
2372,契,H-H-H-S HZG-SP H-SP-N
2373,钠,P-H-H-H-ST S-HZG SP-D
2374,毅,D H D P H P WG P P P D P HZW HP N
2375,般,P-SP-HZG-D-D-H SP HZW HP-N
2376,另,S-HZ-H HZG-SP
2377,裹,D H S HZ H H H S P D P ST P N
2378,辱,H-SP H H-ST-P-N H-SG-D
2379,達,H-S-H D-P-H-H-H-S D HZ-TN
2380,馬,H-S-H-H-S-HZG D D D D
2381,茄,H-S-S HZG-SP S-HZ-H
2382,浜,D D T P-S-H-S-H P D
2383,爸,P D P-N HZ-S-H-SWG
2384,橄,H-S-P-D HG H-S-S-H-H-H P-H-P-N
2385,枯,H-S-P-D H-S S-HZ-H
2386,涵,D D T HP SG D T P D SZ S
2387,暄,S-HZ-H-H D-D-HG H S-HZ-H-H H
2388,錦,P-D H-H-S-D-P-T P-S-HZ-H-H S-HZG-S
2389,圖,S-HZ S-HZ-H H-S S-HZ S-HZ-H H H
2390,鎮,P-D H-H-S-D-P-T H-S S-HZ-H-H-H H P D
2391,旨,P-SWG S-HZ-H-H
2392,耻,H-S-S-H-H-H S-H-S-H
2393,痹,D-H-SP D T S-HZ-H-S-H H-SP-S
2394,账,S-HZ SP-D P-H-ST-N
2395,虎,S-H-HG-SP H-SWG SP HZWG
2396,退,HZ-H-H-ST-P-N D HZ-TN
2397,娲,PD-P-H S-HZ-H S-HZG SP-D
2398,巍,S-SZ-S P-H-S-P-N PD-P-H P-S-HZ-H-H-SP-SWG PZ-D
2399,墓,H-S-S S-HZ-H-H H-SP-N H-S-H
2400,灾,D-D-HG D-P-SP-N
2401,募,H-S-S S-HZ-H-H H-SP-N HZG-SP
2402,鹫,D-H S-HZ-H-SG-P-D H-SP-SWG D P-HZG-D-SZWG H
2403,統,PZ-PZ D D D D D H-PZ-D SP-SWG
2404,础,H-P S-HZ-H SZ-S-S-SZ-S
2405,瑪,H H-S-H H-S-H-H-S-HZG D D D D
2406,運,D-HG H-S-HZ-H-H-H-S D HZ-TN
2407,學,P-D P-D P-S-H-H-HZ-H-H-D-HG HG-SG-H
2408,甘,H-S-S H H
2409,朱,P H H S P N
2410,親,D H D P H H-SG P D S-HZ-H-H-H SP SWG
2411,汗,D D T H H-S
2412,桨,S D T P-HP-D H-S-P-N
2413,父,P D P-N
2414,冒,S-HZ H H S-HZ-H-H-H
2415,抹,H-SG-T H-H-S-P-N
2416,昇,S-HZ-H-H SP H-SP-S
2417,酬,H S HZ P SW H H P P D S D S
2418,钧,P-H-H-H-ST P-HZG D T
2419,冉,S-HZG-H-S-H
2420,毕,H-ST P-SWG H-S
2421,畔,S-HZ-H-S-H D P H-H-S
2422,妍,PD-P-H H H-SP-S
2423,默,S-HZ-D-P-H-H-S-H D D D D H-SP-N D
2424,誓,H-SG-T P-SP-H-S D H H H S-HZ-H
2425,丙,H-S-HZG-SP-D
2426,丶,D
2427,葱,H S S P HZG P P N D BXG D D
2428,胸,SP-HZG-H-H P-HZG P-N SZ-S
2429,媲,PZ P H P S HZ P D H H ST P SWG
2430,緩,PZ PZ D D D D P D D P H H P HP N
2431,羞,D-P-H-H-H-P HZ-H-S-H
2432,刮,P-H-S S-HZ-H S SG
2433,瞩,S HZ H H H HZ H P P S HZ H S HZG S H D
2434,圳,H-S-H SP S S
2435,娟,PD-P-H S-HZ-H SP-HZG-H-H
2436,妥,P D D P PD-P-H
2437,乔,SP H-SP-N SP S
2438,被,D-HP-S-P-D HG-SP-S-HP-N
2439,蹄,S-HZ-H S-H-S-T D H D P D-HG S-HZG-S
2440,棘,H S HZG S P D H S HZG S P N
2441,聂,H-S-S-H-H-H HP-N HP-N
2442,若,H-S-S H-P S-HZ-H
2443,體,S-HZ-S-H-S-HG S-HZG-H-H S-HZ-H-S-S-H H S-HZ-H D P H
2444,穩,P-H-S-P-N P D D P H S-H HZ-H-H D BXG D D
2445,菊,H-S-S P-HZG D P H-S-P-N
2446,匹,H SP SWG SZ
2447,迦,HZG-SP S-HZ-H D HZ-TN
2448,勞,D-P-SP-D D-P-SP-N D-HG HZG-SP
2449,并,D P H H-SP-S
2450,碟,H-P S-HZ-H H-S-S-H-SZ H-S-P-N
2451,築,P-H-D P-H-D H S-H SP-HZWG D H-S-P-N
2452,诂,D HZT H-S S-HZ-H
2453,廊,D H P D HZ H H ST D HZZZG S
2454,碼,H-P S-HZ-H H-S-H-H-S-HZG D D D D
2455,谅,D HZT D-H S-HZ-H-SG-P-D
2456,椿,H S P D H H H P N S HZ H H
2457,凝,D T P-SWG P-H-H-SP-N HG-D HG S-H-P-N
2458,滚,D D T D H P D PZ D P ST P N
2459,饶,P HZ ST H P XG H P SWG
2460,庸,D H P HZ H H S HZG H H S
2461,壶,H-S-H D-HG S-S-D-P-H
2462,旋,D H HZG P P H HZ S H P N
2463,猕,P-WG-P HZ-H-SZWG P-HG SG P D
2464,夺,H-SP-N H-SG-D
2465,详,D HZT D-P-H-H-H-S
2466,閑,S-HZ-H-H S-HZG-H-H H-S-P-N
2467,峡,S SZ S H D P H P N
2468,翻,P D P H-S-P-N S-HZ-H-S-H HZG D T HZG D T
2469,逐,H-P-WG-P-P-P-N D HZ-TN
2470,遥,P D D P P-H-H-S-SZ-S D HZ-TN
2471,漁,D D T P-HG S-HZ-H-S-H D D D D
2472,替,H-H-SP-N H-H-SP-N S-HZ-H-H
2473,靜,H H S H S HZ H H P D D P HZ H H SG
2474,鹅,P-H-SG-T-XG-P-D P-HZG-D-SZWG H
2475,楞,H-S-P-N S-HZ-S-S-H D-H-HZG-SP
2476,栅,H S P D P HZG P HZG H
2477,泼,D D T SZ-P HP-N D
2478,聊,H S S H H T P ST P HZG S
2479,旭,SP-HZWG S-HZ-H-H
2480,瞻,S HZ H H H P HZ H P P D D H H H S HZ H
2481,哺,S-HZ-H H-S-HZG-H-H-S D
2482,灼,D-P-SP-D P-HZG D
2483,貌,P D D P-WG-P-P P-S-HZ-H-H SP SWG
2484,洱,D D T H-S-S-H-H-H
2485,鼠,P S H HZ H H ST D D ST D D XG
2486,鲢,P-HG S-HZ-H-S-H H H-SZ-H-S D HZ-TN
2487,驽,PD-P-H HP-N HZ-SZWG H
2488,馈,P-HG ST S-HZ-H S H S-HZ SP-D
2489,则,S-HZ SP-D S SG
2490,邺,S-S-D-P-H HPWG-S
2491,洞,D D T S-HZG H S-HZ-H
2492,覆,H S HZ S S H P P S P H S HZ H H P HP N
2493,郎,D HZ H H ST D HZZZG S
2494,釉,P D P H-S-P-N S-HZ-H-S-H
2495,鄂,S-HZ-H S-HZ-H H H-SZWG HPWG-S
2496,驿,HZ SZWG T HP N H H S
2497,宮,D-D-HG S-HZ-H P S-HZ-H
2498,痕,D-H-SP D T HZ-H-H-ST-P-N
2499,烯,D-P-SP-D P-N H-P S-HZG-S
2500,涤,D D T P-HP-N H-SG P D
2501,萄,H-S-S P-HZG P-H-H-S-SZ-S
2502,毫,D H S-HZ-H D-HG P-H-H-SWG
2503,藥,S-H S-H PZ-PZ-D P-S-HZ-H-H PZ-PZ-D H-S-P-N
2504,遮,D-H-SP H-S-S-H D D D D D HZ-TN
2505,橡,H-S-P-D P-HG-S-HZ-H-P-WG-P-P-P-N
2506,襄,D H S HZ H S HZ H H H S S H P ST P N
2507,该,D HZT D-H-PZ-P P-D
2508,革,H-S-S-H-S-HZ-H-H-S
2509,翱,P-S-HZ-H-H H-SP-N H-S HZG D T HZG D T
2510,湯,D D T S-HZ-H-H H P-HZG-P-P
2511,隨,HPWG-S H-P H S-H SP-HZG-H-H D HZ-TN
2512,栓,H-S-P-D P-TN H H-S-H
2513,墩,H-S-H D H S-HZ-H HG-SG-H P-H-P-N
2514,禹,P S HZ H S HZG S H D
2515,锌,P-H-H-H-ST D H D P H H-S
2516,瘪,D-H-SP D T P-S-HZ-H-H-H P-N P-SWG
2517,杏,H-S-P-N S-HZ-H
2518,赠,S-HZ SP-D D P S-HZ S-D-P H S-HZ-H-H
2519,給,PZ-PZ D D D D SP-N H S-HZ-H
2520,肆,H-S-H-H-H-PZ-D HZ-H-H-H-H-S
2521,師,P S-HZ-H-HZ-H H S-HZG-S
2522,贰,H-XG D H H S-HZ SP-D
2523,禮,D-HP-S-D S-HZ-H-S-S-H H S-HZ-H D P H
2524,磅,H-P S-HZ-H D H D P D-HG D-H-HZG-SP
2525,番,P D P H-S-P-N S-HZ-H-S-H
2526,暴,S-HZ-H-H H-S-S-H-P-N SG D T D N
2527,橙,H-S-P-D HP-D P-P-N H S-HZ-H D P H
2528,绳,PZ-PZ T S-HZ-H S-HZ-H-H-SWG
2529,罹,S-HZ-S-S-H D D S P-S-D-H-H-H-S-H
2530,裤,D-HP-S-P-D D-H-SP H-SZ-H-S
2531,熬,H-H-S-H-HZG-P P-H-P-N D D D D
2532,間,S-HZ-H-H S-HZG-H-H S-HZ-H-H
2533,裘,H S D T P D D D H P ST P N
2534,盅,S-HZ-H S S-HZ-S-S-H
2535,符,P-H-D P-H-D P-S H-SG-D
2536,炝,D-P-SP-D P-N HZG-SWG
2537,浒,D D T D HZT P-H-H-S
2538,袋,P S H XG D D H P ST P N
2539,麗,H S-HZG D H S-HZG D D-H-SP-HZ-S-S-H H-ST P-SWG
2540,钜,P H H H ST H HZ H SZ
2541,蒋,H-S-S S D T P-HP-D H-SG-D
2542,垃,H-S-H D H D P H
2543,漢,D D T H S S H S HZ H H H P N
2544,冀,S-H-T P-SWG S-HZ-H-S-H H-S-S-H-P-D
2545,榜,H-S-P-D D H D P D-HG D-H-HZG-SP
2546,撒,H-SG-T H-S-S-H S-HZG-H-H P-H-P-N
2547,槐,H-S-P-D P-S-HZ-H-H-SP-SWG PZ-D
2548,昨,S-HZ-H-H P-H-S-H-H
2549,樨,H-S-P-D HZ-H-SP SG D T P D P-H-H-S
2550,尺,HZ-H-SP-N
2551,歴,H-SP H-S-P-D H-S-P-N S-H-S-H
2552,渤,D D T H-S D-HG HG-SG-H HZG-SP
2553,渗,D D T PZ-D H-SP-N P P P
2554,肛,SP-HZG-H-H H S-H
2555,慶,D H P HZ S S H HG D BXG D D P HP N
2556,點,S-HZ-D-P-H-H-S-H D D D D S-H S-HZ-H
2557,蚌,S-HZ-H-S-T-D H-H-H-S
2558,盆,P TN HZG-SP S-HZ-S-S-H
2559,继,PZ-PZ T D P S-H P D SZ
2560,乾,H-S S-HZ-H-H H-S P-H HXWG
2561,菩,H-S-S D H D P H S-HZ-H
2562,澐,D D T H-D-HG-S H H H H H H-PZ-D
2563,機,H-S-P-D PZ-PZ-D PZ-PZ-D H-SP-D-XG-P-D
2564,苦,H-S-S H-S S-HZ-H
2565,槓,H-S-P-D H S-H S-HZ-H-H-H P D
2566,麓,H-S-P-D H-S-P-N D-H-SP-HZ-S-S-H H-ST P-SWG
2567,弱,HZ-H-SZWG D T HZ-H-SZWG D T
2568,竟,D H D P H S-HZ-H-H SP SWG
2569,奏,H H H P N H H P D
2570,務,HG-D-HG-SG-P P-H-P-N HZG-SP
2571,摇,H-SG-T P D D P P-H-H-S-SZ-S
2572,貨,P-S P-SWG S-HZ-H-H-H P D
2573,頁,H-P S-HZ-H-H-H P D
2574,氯,P-H-H-HZWG HZ-H-H SG D T P D
2575,沌,D D T H-SZ-S-SWG
2576,蕾,H-S-S H-D-HG-S H H H H S-HZ-H-S-H
2577,伸,P-S S-HZ-H-H-S
2578,弥,HZ-H-SZWG P-HG SG P D
2579,缎,PZ PZ T P S H H T P HZW HP N
2580,嚣,S-HZ-H S-HZ-H H-P S-HZ SP-D S-HZ-H S-HZ-H
2581,氛,P-H-H-HZWG P TN HZG-SP
2582,葛,H-S-S S-HZ-H-H P-HZG P-N SZ
2583,蟠,S-HZ-H-S-T-D P D P H-S-P-N S-HZ-H-S-H
2584,鴻,D D T H S-H P-S-HZ-H-H-H-HZG D D D D
2585,場,H-S-H S-HZ-H-H H P-HZG-P-P
2586,凱,S-SZ-S H S-HZ-H D P H SP HZWG
2587,薬,H S S P S HZ H H D T P D H S P N
2588,桶,H-S-P-D HG-D S-HZG-H-H-S
2589,輪,H-S-HZ-H-H-H-S SP-N H S-HZG H-S-S
2590,灭,H D-P-SP-N
2591,塞,D-D-HG H-H-SP-S H P TN H-S-H
2592,芽,H-S-S H-SZ-SG-P
2593,腌,SP-HZG-H-H H-SP-N S-HZ-H-H-SWG
2594,骆,HZ-SZWG H P-HP-N S-HZ-H
2595,贪,P-N D HP S-HZ SP-D
2596,娅,PD-P-H H S-S-D-P-H
2597,孢,HG-SG-H P-HZG HZ-H-SWG
2598,匀,P-HZG D T
2599,谱,D HZT D P H S-S-D-P-H S-HZ-H-H
2600,沈,D D T D-HG-SP-SWG
2601,蛇,S-HZ-H-S-T-D D-D-HG P-SWG
2602,勾,P-HZG PZ-D
2603,乱,P-H-S S-HZ-H SWG
2604,銷,P-D H-H-S-D-P-T S-D-P S-HZG-H-H
2605,蔻,H-S-S D-D-HG H-H-SP-SWG S-H HP-N
2606,睫,S HZ H H H H HZ H H S H P N
2607,肘,SP-HZG-H-H H-SG-D
2608,渠,D D T H HZ H SZ H S P N
2609,鷗,H S-HZ-H S-HZ-H S-HZ-H SZ P-S-HZ-H-H-H-HZG D D D D
2610,扳,H-SG-T P-SP HP-N
2611,骅,HZ-SZWG H P-S P-SWG H-S
2612,咕,S-HZ-H H-S S-HZ-H
2613,歹,H P-HP-D
2614,弈,D-H-SP-SG-P-D H-SP-S
2615,勋,S-HZ-H S-HZ SP-D HZG-SP
2616,啥,S-HZ-H P-N H H-S S-HZ-H
2617,异,HZ-H-SWG H-SP-S
2618,嗜,S-HZ-H H-S-H-P P-SWG S-HZ-H-H
2619,迹,D-H-SP-SG-P-D D HZ-TN
2620,钲,P-H-H-H-ST H-S-H-S-H
2621,逹,D H D P H H-S D HZ-TN
2622,皙,H-S-P-D P-SP-H-S P-S-HZ-H-H
2623,氡,P-H-H-HZWG P-HP-N D D
2624,朽,H-S-P-D H-SZWG
2625,皓,P-S-HZ-H-H P-H-S-H S-HZ-H
2626,蔽,H-S-S D P S-HZG-S-P-D P-H-P-N
2627,祭,P HP D D HP N H H SG P D
2628,偏,P-S D HZ-H-SP S-HZG H-S-S
2629,吞,H-H-SP-N S-HZ-H
2630,埭,H S T HZ H H SG D T P N
2631,祛,D-HP-S-D H-S-H PZ-D
2632,殷,P-SP-HZ-H-H-HZG SP HZW HP-N
2633,沁,D D T D BXG D D
2634,貿,P ST D HZG P S HZ H H H P D
2635,赣,D H D P H S-HZ-H-H H-S P-HP-N H S-H S-HZ SP-D
2636,縣,S HZ H H H H SG P D P PZ PZ D SG P D
2637,钩,P-H-H-H-ST P-HZG PZ-D
2638,筒,P-H-D P-H-D S-HZG H S-HZ-H
2639,抽,H-SG-T S-HZ-H-S-H
2640,遠,H S H S HZ H P S P D P HP TN
2641,滤,D D T S-H-HG-SP H-SWG D BXG D D
2642,粒,D P H-S-P-N D H D P H
2643,帛,P-S-HZ-H-H S-HZG-S
2644,鬥,S H S H H H S H H SG
2645,俗,P-S P D P-N S-HZ-H
2646,麒,D-H-SP-HZ-S-S-H H-ST P-SWG H-S-S-H-H-H P-D
2647,斜,P-N H-H-SG P D D D H-S
2648,豊,S-HZ-H-S-S-H H S-HZ-H D P H
2649,祐,D-HP-S-D H-P S-HZ-H
2650,鞭,H-S-S-H-S-HZ-H-H-S P-S H-S-HZ-H-H-SP-N
2651,骂,S-HZ-H S-HZ-H HZ-SZWG H
2652,袂,D-HP-S-P-D HZ-H-SP-N
2653,羚,D-P-H-H-H-P P-N D-HG-D
2654,拔,H-SG-T H-P HP-N D
2655,挡,H-SG-T S-D-P HZ-H-H
2656,蔚,H-S-S HZ-H-SP H H SG P D H-SG-D
2657,涉,D D T S H S H S P P
2658,歳,S-H-S-H H-SP-XG-P-D H SG P D
2659,杉,H-S-P-D P P P
2660,媚,PZ P H HZ S H P S HZ H H H
2661,姑,PD-P-H H-S S-HZ-H
2662,砼,H-P S-HZ-H P-N H S-H
2663,忽,P-HZG-P-P D BXG D D
2664,彭,H-S-H S-HZ-H D P H P P P
2665,訪,D H H H S-HZ-H D-H-HZG-SP
2666,颈,HP D H S T H P S HZ P D
2667,藍,S-H S-H H S HZ H S SZ P H D S HZ S S H
2668,句,P-HZG S-HZ-H
2669,厉,H-SP H-SP-HZG
2670,败,S-HZ SP-D P-H-P-N
2671,偶,P-S S-HZ-H-H-S-HZG-S-T-D
2672,鹤,S HG P S D H H H S H P HZG D SZWG H
2673,肿,SP-HZG-H-H S-HZ-H S
2674,瑚,H H-S-H H-S S-HZ-H SP-HZG-H-H
2675,氢,P H H HZWG HP D H S H
2676,棱,H-S-P-D H-S-H P TN P-HP-N
2677,焱,D-P-SP-N D-P-SP-N D-P-SP-N
2678,乃,HZZZG-SP
2679,逗,H S-HZ-H D P H D HZ-TN
2680,据,H-SG-T HZ-H-SP H-S S-HZ-H
2681,俞,P-N H SP-HZG-H-H S SG
2682,撷,H-SG-T H-S-H S-HZ-H H-P S-HZ SP-D
2683,佬,P-S H-S-H-P P-SWG
2684,渣,D D T H-S-P-N S-HZ-H-H H
2685,媛,PD-P-H P D D P H H-P HP-N
2686,惕,D D S S-HZ-H-H P-HZG-P-P
2687,失,SP H-H-SP-N
2688,篮,P H D P H D S S P H D S HZ S S H
2689,艰,HP-N HZ-H-H-ST-P-N
2690,總,PZ-PZ D D D D P-S-HZ-P-HP-D-H D BXG D D
2691,汝,D D T PD-P-H
2692,劫,H-S-H PZ-D HZG-SP
2693,榔,H S P D D HZ H H ST D HZZZG S
2694,搏,H-SG-T H-S-HZG-H-H-S D H-SG-D
2695,侬,P S S HG P ST P N
2696,填,H-S-H H-S S-HZ-H-H-H H P D
2697,麯,H-S P-D P-D P-N P-HP-D S-HZ-H-S-S-H
2698,旱,S-HZ-H-H H H-S
2699,裂,H P HP D S SG D H P ST P N
2700,稽,P-H-S-P-N H-SP-SWG D P-SWG S-HZ-H-H
2701,钵,P-H-H-H-ST H-S-P-N-H
2702,雁,H-SP P-S P-S-D-H-H-H-S-H
2703,洼,D D T H-S-H H-S-H
2704,裝,SZ H P S H S H D H P ST P N
2705,鄕,PZ-PZ-P P-S-HZ-H-H P-SWG HPWG-S
2706,驲,HZ-SZWG H S-HZ-H-H
2707,榈,H-S-P-D S-D-HZG S-HZ-H S-HZ-H
2708,叙,P-N H-H-SG P D HP-N
2709,柚,H-S-P-D S-HZ-H-S-H
2710,韬,H-H-HZG-S P D D P P-S-H-HZ-H-H
2711,称,P-H-S-P-D P-HG SG P D
2712,腰,SP-HZG-H-H H-S-HZ-SP-SW-H PD-P-H
2713,黛,P-S H-XG D S-HZ-D-P-H-H-S-H D D D D
2714,幺,PZ-PZ-D
2715,疮,D-H-SP D T P-N HZG-SWG
2716,豚,SP-HZG-H-H H-P-WG-P-P-P-N
2717,昕,S-HZ-H-H P-SP-H-S
2718,瘩,D-H-SP D T H-S-S SP-N H S-HZ-H
2719,琼,H H-S-H D-H S-HZ-H-SG-P-D
2720,礴,H-P S-HZ-H H-S-S D D T H-S-HZG-H-H-S D H-SG-D
2721,绩,PZ-PZ T H-H-S-H S-HZ SP-D
2722,摸,H-SG-T H-S-S S-HZ-H-H H-SP-N
2723,骚,HZ SZWG T HP D P S HZ H S H D
2724,麵,H-S P-D P-D P-N P-HP-D H-P S-HZ-S-S-H-H-H
2725,竣,D H D P H PZ-D P TN P-HP-N
2726,佣,P-S SP-HZG-H-H-S
2727,鼻,P-S-HZ-H-H-H S-HZ-H-S-H H-SP-S
2728,囊,H S HZ H S S HG S HZ H S HZ H H H S S H P ST P N
2729,羿,HZG D T HZG D T H-SP-S
2730,稅,P-H-S-P-D P N S-HZ-H SP SWG
2731,阀,S-D-HZG P-S H-XG-P-D
2732,莺,H-S-S D-HG P-HZG-D-SZWG H
2733,偷,P-S P-N H SP-HZG-H-H S SG
2734,遣,S-HZ-H S H S-HZ-H-HZ-H D HZ-TN
2735,箍,P-H-D P-H-D H-SG-T H S-HZG-S SZ
2736,觀,S-H S-H S-HZ-H S-HZ-H P-S-D-H-H-H-S-H S-HZ-H-H-H SP SWG
2737,暗,S-HZ-H-H D H D P H S-HZ-H-H
2738,聯,H-S-S-H-H-H PZ-PZ-D PZ-PZ-D SZ-SP S-S-H
2739,荐,H-S-S H-P-S HG-SG-H
2740,衙,P P-S H-S-HZ-H S-HZ-H H H-SG
2741,哆,S-HZ-H P-HP-D P-HP-D
2742,疲,D-H-SP D T HG-SP-S-HP-N
2743,榆,H-S-P-D P-N H SP-HZG-H-H S SG
2744,曹,H S HZ H S S H S HZ H H
2745,龟,P-HG S-HZ-H-H-SWG
2746,孙,HG-SG-H SG P D
2747,借,P-S H-S-S-H S-HZ-H-H
2748,握,H-SG-T HZ-H-SP H PZ-D H-S-H
2749,哇,S-HZ-H H-S-H H-S-H
2750,羙,D-P-H-H-S-H D-P-SP-N
2751,傣,P S H H H P N SG D T P D
2752,盧,S-H-HG-SP H-SWG S-HZ-H-S-H S-HZ-S-S-H
2753,既,HZ H H ST D H PZ P SWG
2754,兩,H-S-HZG-S P-TN P-TN
2755,歷,H-SP P-H-S-P-D P-H-S-P-N S-H-S-H
2756,症,D-H-SP D T H-S-H-S-H
2757,娠,PD-P-H H-SP H H-ST-P-N
2758,讨,D HZT H-SG-D
2759,肃,HZ H H S P S P D
2760,洽,D D T SP-N H S-HZ-H
2761,胃,S-HZ-H-S-H SP-HZG-H-H
2762,涌,D D T HG-D S-HZG-H-H-S
2763,憬,D D S S-HZ-H-H D-H S-HZ-H-SG-P-D
2764,懂,D D S H-S-S P-H-S-HZ-H-H-H-S-H
2765,犯,P-WG-P HZG-SWG
2766,扪,H-SG-T S-D-HZG
2767,撕,H-SG-T H-S-S-H-H-H P-D P-SP-H-S
2768,眀,S-HZ-H-H-H SP-HZG-H-H
2769,驳,HZ-SZWG H P-N P-N
2770,兼,D-P-H HZ-H-H-S-S-P-N
2771,專,H S HZ H H S H D H SG D
2772,鬼,P-S-HZ-H-H-SP-SWG PZ-D
2773,啧,S-HZ-H H-H-S-H S-HZ SP-D
2774,翌,HZG D T HZG D T D H D P H
2775,陌,HPWG-S H P-S-HZ-H-H
2776,霖,H-D-HG-S H H H H H-S-P-D H-S-P-N
2777,帅,S SP S-HZG-S
2778,授,H-SG-T P D D P D-HG HP-N
2779,昱,S-HZ-H-H D H D P H
2780,沾,D D T S-H S-HZ-H
2781,螂,S HZ H S T D D HZ H H ST D HZZZG S
2782,短,P-H-H-SP-N H S-HZ-H D P H
2783,读,D HZT H-S HG D D H-SP-D
2784,嵗,S SZ S H P H S P P XG P D
2785,蜘,S-HZ-H-S-T-D P-H-H-SP-N S-HZ-H
2786,枇,H-S-P-D H-ST P-SWG
2787,但,P-S S-HZ-H-H H
2788,拟,H-SG-T ST D SP-D
2789,赤,H S H P SG P D
2790,侵,P-S HZ-H-H D-HG HP-N
2791,偢,P-S P-H-S-P-D D-P-SP-N
2792,绵,PZ-PZ T P-S-HZ-H-H S-HZG-S
2793,截,H-S H-XG-P-D P-S-D-H-H-H-S-H
2794,赫,H S H P SG P D H S H P SG P D
2795,赶,H-S-H S-H-P-N H H-S
2796,摊,H-SG-T HP-N P-S-D-H-H-H-S-H
2797,欲,P D P-N S-HZ-H P-HG SP-N
2798,焰,D-P-SP-D P-HG P-S-H-HZ-H-H
2799,叫,S-HZ-H ST-S
2800,蓮,S-H S-H H-S-HZ-H-H-H-S D HZ-TN
2801,塱,D HZ H H ST D P HZG H H H S H
2802,疑,P-SWG P-H-H-SP-N HG-D HG S-H-P-N
2803,癌,D-H-SP D T S-HZ-H S-HZ-H S-HZ-H S-SZ-S
2804,坎,H-S-H P-HG SP-N
2805,驼,HZ-SZWG H D-D-HG P-SWG
2806,绞,PZ-PZ T D-H-P-D P-N
2807,阶,HPWG-S P-N SP S
2808,喽,S-HZ-H D P H-S-P-N PD-P-H
2809,翳,H P-H-H-SP-N SZ SP HZW HP-N HZG D T HZG D T
2810,炖,D-P-SP-D H-SZ-S-SWG
2811,逺,H S H PZ P ST P D D HP TN
2812,谋,D HZT H-S-S H H H-S-P-N
